ticker,quarter,logret_q,logret_q_lag,yearmonth,inception,lend_byAUM_bps,index_id,mer_bps,spread_bps_crsp,log_volume,tr_error_bps,perf_drag_bps,turnover_frac,d_UIT,mkt_share,marketing_fee_bps,aum,cum_mktg_expense
AAXJ,20201,-0.207618434,0.115659911,20203,13/08/2008,2.367708451,Asia ex Japan,68,21.87610125,18.7879018,96.46079686,-15.64583272,10.99426027,0,0.995255465,0,3186207025,0
AAXJ,20202,0.150793497,-0.207618434,20206,13/08/2008,2.367708451,Asia ex Japan,68,7.048618535,18.54327232,42.8003528,-1.07643027,7.437351947,0,0.995497105,0,3767746866,0
AAXJ,20203,0.109443538,0.150793497,20209,13/08/2008,2.367708451,Asia ex Japan,68,6.700518717,18.3071148,33.44481558,-0.821722453,5.09762592,0,0.995695287,0,4414560696,0
AAXJ,20204,0.15733904,0.109443538,202012,13/08/2008,2.367708451,Asia ex Japan,68,6.284147008,18.44324048,27.30939371,-0.263054202,4.626742567,0,0.996126389,0,5572700232,0
ACWI,20161,0.004290318,-0.048123697,20163,26/03/2008,0.770065066,All World,33,1.816489833,18.43618833,33.51696487,10.06542895,4.726782969,0,0.497768833,0,5409570476,0
ACWI,20162,0.016139431,0.004290318,20166,26/03/2008,0.770065066,All World,33,1.773242956,18.54618662,51.59663212,-0.030932052,5.239312613,0,0.498753153,0,5505837818,0
ACWI,20163,0.049780502,0.016139431,20169,26/03/2008,0.770065066,All World,33,1.702702616,18.55774989,44.59688168,5.198471728,5.265574041,0,0.472304095,0,5464569524,0
ACWI,20164,0.010450091,0.049780502,201612,26/03/2008,0.770065066,All World,33,1.600171427,18.82297069,30.25686276,-6.315989229,6.432820061,0,0.475597946,0,5708541905,0
ACWI,20171,0.066838561,0.010450091,20173,26/03/2008,0.770065066,All World,33,1.723880035,18.6839655,24.7256978,2.270919018,5.051496644,0,0.486382273,0,6487153739,0
ACWI,20172,0.045774729,0.066838561,20176,26/03/2008,0.770065066,All World,32,1.584198654,18.74857653,36.32666664,-1.481875306,5.104405229,0,0.448357592,0,6853583818,0
ACWI,20173,0.049596941,0.045774729,20179,26/03/2008,0.770065066,All World,32,1.538010841,18.59427003,17.14672392,-1.509039879,3.877806619,0,0.458949028,0,7716443500,0
ACWI,20174,0.055709369,0.049596941,201712,26/03/2008,0.770065066,All World,32,1.393532388,19.03300823,28.08149908,-2.486023404,5.375015779,0,0.458385095,0,8700056526,0
ACWI,20181,-0.005424591,0.055709369,20183,26/03/2008,0.770065066,All World,32,1.445533639,18.950743,43.4163947,5.338527033,5.041865773,0,0.417613937,0,8527428476,0
ACWI,20182,0.002947153,-0.005424591,20186,26/03/2008,0.770065066,All World,32,1.375680096,18.95728949,31.91266362,-7.12089236,4.987379643,0,0.415701987,0,8662302476,0
ACWI,20183,0.043203858,0.002947153,20189,26/03/2008,0.770065066,All World,32,1.358885045,18.76748119,17.80201327,1.917476172,4.022423671,0,0.419247493,0,8857961778,0
ACWI,20184,-0.133911275,-0.064229337,201812,26/03/2008,0.770065066,All World,32,1.681080389,20.21193859,45.54970687,-7.988298715,15.31841815,0,0.453030569,0,9821036421,0
ACWI,20191,0.117367322,-0.133911275,20193,26/03/2008,0.770065066,All World,32,1.665966458,19.24104187,23.34288504,1.231524283,5.687689213,0,0.440862259,0,10066190401,0
ACWI,20192,0.033909903,0.117367322,20196,26/03/2008,0.770065066,All World,32,1.72074339,19.18869815,34.46661389,-1.77934094,5.158079594,0,0.462288894,0,10559917743,0
ACWI,20193,0.00054252,0.033909903,20199,26/03/2008,0.770065066,All World,32,1.690002718,18.92780987,13.50127246,1.173201061,3.904895122,0,0.472557192,0,10729627296,0
ACWI,20194,0.090599588,0.026885857,201912,26/03/2008,0.770065066,All World,32,1.822029527,18.91187962,29.27426297,-1.728972542,3.713475865,0,0.454584696,0,11110084951,0
ACWI,20201,-0.236321483,0.090599588,20203,26/03/2008,0.770065066,All World,32,24.34126473,20.05013728,96.80851174,-14.59481813,13.89778157,0,0.444694154,0,9052888825,0
ACWI,20202,0.172356946,-0.236321483,20206,26/03/2008,0.770065066,All World,32,3.792456082,19.18299766,46.45763208,-2.324429895,4.693023685,0,0.465419919,0,11478381510,0
ACWI,20203,0.080752002,0.172356946,20209,26/03/2008,0.770065066,All World,32,2.791291713,19.44424681,31.31641994,0.965272105,5.644456796,0,0.466829434,0,12458904188,0
ACWI,20204,0.134497055,0.080752002,202012,26/03/2008,0.770065066,All World,32,2.889351763,19.20613097,28.26315643,0.893939828,3.873512661,0,0.462679687,0,14280984001,0
ACWX,20161,-0.003287397,0.022040278,20163,26/03/2008,0,MSCI ACWI ex-US Index,33,3.306769095,17.33278249,73.40859833,20.48073467,4.466716766,0,0.726711516,0,1898820952,0
ACWX,20162,0.00495643,-0.003287397,20166,26/03/2008,0,MSCI ACWI ex-US Index,33,3.252199314,17.1763894,104.8091315,-2.608383712,3.947819488,0,0.704888911,0,1855000476,0
ACWX,20163,0.062675905,0.00495643,20169,26/03/2008,0,MSCI ACWI ex-US Index,33,3.001649212,17.02407103,93.34845862,8.425498881,3.201301572,0,0.702174401,0,1940182381,0
ACWX,20164,-0.019950415,0.062675905,201612,26/03/2008,0,MSCI ACWI ex-US Index,33,2.708390414,17.79190721,54.12939102,-10.71079327,6.773583834,0,0.694841231,0,1989425190,0
ACWX,20171,0.079908986,-0.019950415,20173,26/03/2008,0,MSCI ACWI ex-US Index,33,2.519134179,17.01221454,53.56704097,5.728266218,2.977496961,0,0.650253139,0,2064441391,0
ACWX,20172,0.058872363,0.079908986,20176,26/03/2008,0,MSCI ACWI ex-US Index,32,3.310762542,16.64688011,63.20953461,-2.466921889,1.861497545,0,0.63050884,0,2301485714,0
ACWX,20173,0.058777828,0.058872363,20179,26/03/2008,0,MSCI ACWI ex-US Index,32,2.391294037,16.80879222,36.49220998,-2.261916633,1.857210048,0,0.652151702,0,2708130600,0
ACWX,20174,0.043207128,0.058777828,201712,26/03/2008,0,MSCI ACWI ex-US Index,32,2.323633538,17.19142324,40.0252006,-2.078339814,2.358203306,0,0.665921911,0,3130782100,0
ACWX,20181,-0.005218799,0.043207128,20183,26/03/2008,0,MSCI ACWI ex-US Index,32,4.394666303,17.17125984,87.95970773,8.986623984,2.271928518,0,0.671902963,0,3185473238,0
ACWX,20182,-0.035123575,-0.005218799,20186,26/03/2008,0,MSCI ACWI ex-US Index,32,3.525585978,17.036479,57.13629916,-12.82823098,1.978471341,0,0.668556717,0,3213760000,0
ACWX,20183,0.009269078,-0.035123575,20189,26/03/2008,0,MSCI ACWI ex-US Index,32,2.235159814,17.44537602,44.39631348,-0.51101223,3.177700874,0,0.661951179,0,2991460947,0
ACWX,20184,-0.086228411,-0.101937027,201812,26/03/2008,0,MSCI ACWI ex-US Index,32,3.917891315,19.35468829,95.74094057,-12.31365689,14.7541902,0,0.731410364,0,4281964333,0
ACWX,20191,0.097777019,-0.086228411,20193,26/03/2008,0,MSCI ACWI ex-US Index,32,2.580166504,18.17179505,56.65575522,0.481785962,5.326450164,0,0.679730518,0,3651722030,0
ACWX,20192,0.027748955,0.097777019,20196,26/03/2008,0,MSCI ACWI ex-US Index,32,3.1379414,18.1985389,53.54783805,1.025107461,4.760503522,0,0.681907811,0,3663768561,0
ACWX,20193,-0.015300374,0.027748955,20199,26/03/2008,0,MSCI ACWI ex-US Index,32,3.470802858,17.7020217,28.70445887,0.874821214,3.151364274,0,0.697816708,0,3891831243,0
ACWX,20194,0.090745261,0.032544084,201912,26/03/2008,0,MSCI ACWI ex-US Index,32,2.644393973,18.19396345,47.16909435,0.604075405,4.812907605,0,0.700309138,0,4174869121,0
ACWX,20201,-0.26593333,0.090745261,20203,26/03/2008,0,MSCI ACWI ex-US Index,32,24.10207448,18.64524257,229.1008622,-34.95702094,11.03511001,0,0.681004107,0,2867227214,0
ACWX,20202,0.150138861,-0.26593333,20206,26/03/2008,0,MSCI ACWI ex-US Index,32,4.784338573,18.27287314,104.4254491,-0.341837627,7.315071402,0,0.706579907,0,2960214353,0
ACWX,20203,0.061657989,0.150138861,20209,26/03/2008,0,MSCI ACWI ex-US Index,32,4.011533013,17.79527128,78.29820764,1.290130044,4.390040798,0,0.70479482,0,3069412341,0
ACWX,20204,0.152064131,0.061657989,202012,26/03/2008,0,MSCI ACWI ex-US Index,32,2.5183534,17.90261486,50.31805733,5.530876465,4.078959353,0,0.717933305,0,3685651344,0
AGT,20172,0.015133262,0.152064131,20176,25/04/2017,2.420468723,MSCI All Argentina 25/50 Index,59,22.81327179,13.6877269,26.83950037,-0.842907562,16.60719645,0,0.057424982,0,10736600,0
AGT,20173,0.080802228,0.015133262,20179,25/04/2017,2.420468723,MSCI All Argentina 25/50 Index,59,18.84556757,11.66494567,20.3351701,-2.045737667,2.128686968,0,0.080477425,0,13739411.76,0
AGT,20174,0.198677018,0.04946681,201712,25/04/2017,2.420468723,MSCI All Argentina 25/50 Index,59,16.55153159,13.78083266,26.70534726,-2.691988481,4.409353523,0,0.209177334,0,54761750,0
AGT,20181,0.012512511,0.198677018,20183,25/04/2017,2.420468723,MSCI All Argentina 25/50 Index,59,21.96634672,13.83247141,33.38518996,1.638694834,5.233419968,0,0.174687789,0,47703452.38,0
AGT,20182,-0.281406554,0.012512511,20186,25/04/2017,2.420468723,MSCI All Argentina 25/50 Index,59,21.50702703,13.8873102,27.48919617,-3.88974673,5.551462704,0,0.246846692,0,50529976.19,0
AGT,20183,-0.015866353,-0.281406554,20189,25/04/2017,2.420468723,MSCI All Argentina 25/50 Index,59,23.98067393,12.32165681,24.16435861,-1.298299085,2.570052566,0,0.19715497,0,22107894.74,0
AGT,20184,-0.111113691,-0.015866353,201812,25/04/2017,2.420468723,MSCI All Argentina 25/50 Index,59,38.49351126,10.90970478,39.79299814,-5.683961482,0.714551595,0,0.183659379,0,19519500,0
AGT,20191,0.16331709,-0.111113691,20193,25/04/2017,2.420468723,MSCI All Argentina 25/50 Index,59,19.16218611,11.9157889,25.54076681,-0.651462892,1.626390282,0,0.18529237,0,23036606.34,0
AGT,20192,0.163138788,0.16331709,20196,25/04/2017,2.420468723,MSCI All Argentina 25/50 Index,59,19.31757855,10.88722966,25.9564627,-0.927317836,0.527098337,0,0.211806886,0,25133997.67,0
AGT,20193,-0.343476277,0.163138788,20199,25/04/2017,2.420468723,MSCI All Argentina 25/50 Index,59,26.58812357,11.72560601,19.94351385,-0.800779707,3.541424391,0,0.127456627,0,8795624.175,0
AGT,20194,0.154878968,-0.343476277,201912,25/04/2017,2.420468723,MSCI All Argentina 25/50 Index,59,24.3381194,12.26014789,26.54493159,-1.406652087,3.202884436,0,0.179145834,0,16595481.23,0
AGT,20201,-0.483215334,0.154878968,20203,25/04/2017,2.420468723,MSCI All Argentina 25/50 Index,59,127.0216658,12.50384206,96.46079686,-15.64583272,4.504360387,0,0.186563398,0,10605316.13,0
AGT,20202,0.377008883,-0.483215334,20206,25/04/2017,2.420468723,MSCI All Argentina 25/50 Index,59,31.84783754,10.33429659,42.8003528,-1.07643027,1.073218628,0,0.143440474,0,7190264.757,0
AGT,20203,-0.023403613,0.377008883,20209,25/04/2017,2.420468723,MSCI All Argentina 25/50 Index,59,23.100926,10.72555455,33.44481558,-0.821722453,1.692892212,0,0.136456831,0,6544388.9,0
AGT,20204,0.270866543,-0.023403613,202012,25/04/2017,2.420468723,MSCI All Argentina 25/50 Index,59,18.80230668,9.816685721,27.30939371,-0.263054202,0.602367198,0,0.139983329,0,7682069.414,0
ARGT,20161,0.066334474,0.134167766,20163,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,75,35.14251721,14.13834285,31.96830201,3.782173138,8.215422066,0,1,0,44348000,0
ARGT,20162,0.14344585,0.066334474,20166,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,75,32.13790776,14.50543572,38.95584997,0.093222354,5.856430379,0,1,0,84531563.32,0
ARGT,20163,0.06845461,0.14344585,20169,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,75,33.36928199,13.72611349,33.5341344,0.528555059,3.199474118,0,1,0,71767661.05,0
ARGT,20164,-0.031178977,0.06845461,201612,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,75,35.66278083,14.02731604,30.18298425,-4.167746532,3.519495594,0,1,0,88416393.71,0
ARGT,20171,0.202902171,-0.031178977,20173,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,74.55,22.67337235,14.44214414,24.4199177,0.882970666,4.220796705,0,1,0,113609997,0
ARGT,20172,0.036188102,0.202902171,20176,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,59,19.80669012,14.86486979,26.83950037,-0.842907562,4.12393124,0,0.942575018,0,176230806.8,0
ARGT,20173,0.082220129,0.036188102,20179,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,59,15.64781795,14.33123385,20.3351701,-2.045737667,2.683345402,0,0.919522575,0,156984387.5,0
ARGT,20174,0.109607581,0.082220129,201712,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,59,20.88801318,14.74017055,26.70534726,-2.691988481,3.059000623,0,0.790822666,0,207034062.5,0
ARGT,20181,0.010424098,0.109607581,20183,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,59,17.95945118,15.12686957,33.38518996,1.638694834,4.135155283,0,0.825312211,0,225374892.9,0
ARGT,20182,-0.279865171,0.010424098,20186,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,59,10.94124683,15.3108217,27.48919617,-3.88974673,7.404429358,0,0.753153308,0,154171881,0
ARGT,20183,-0.013062324,-0.279865171,20189,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,59,36.25898809,15.04958301,24.16435861,-1.298299085,9.525312046,0,0.80284503,0,90026710.53,0
ARGT,20184,-0.112410141,-0.013062324,201812,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,59,40.5694931,14.3800503,39.79299814,-5.683961482,5.084377475,0,0.816340621,0,86761486.84,0
ARGT,20191,0.162455016,-0.112410141,20193,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,59,36.57775146,14.4986216,25.54076681,-0.651462892,4.937128529,0,0.81470763,0,101289108.2,0
ARGT,20192,0.161127985,0.162455016,20196,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,59,32.36564339,14.64485941,25.9564627,-0.927317836,6.125994975,0,0.788193114,0,93530688.81,0
ARGT,20193,-0.344456809,0.161127985,20199,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,59,36.92886529,14.35095606,19.94351385,-0.800779707,7.097731174,0,0.872543373,0,60213138.91,0
ARGT,20194,0.156238567,-0.344456809,201912,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,59,23.75625545,14.38038723,26.54493159,-1.406652087,6.132018473,0,0.820854166,0,76041231.81,0
ARGT,20201,-0.480817816,0.156238567,20203,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,59,159.3983544,13.51760048,96.46079686,-15.64583272,4.353372099,0,0.813436602,0,46240325.83,0
ARGT,20202,0.375415512,-0.480817816,20206,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,59,69.23535867,13.20801214,42.8003528,-1.07643027,3.154050923,0,0.856559526,0,42936903.4,0
ARGT,20203,-0.027108818,0.375415512,20209,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,59,46.56031887,12.57748753,33.44481558,-0.821722453,1.771031342,0,0.863543169,0,41415019.57,0
ARGT,20204,0.268537375,-0.027108818,202012,2/03/2011,4.312109617,MSCI All Argentina 25/50 Index,59,38.81481642,13.14219017,27.30939371,-0.263054202,2.737049616,0,0.860016671,0,47196389.86,0
BBCA,20183,-0.00290424,0.10399931,20189,7/08/2018,11.20319253,Canada,19,12.91245916,15.6507249,24.16435861,-1.298299085,1.053584523,0,0.333613577,0,1483070803,0
BBCA,20184,-0.164112605,-0.00290424,201812,7/08/2018,11.20319253,Canada,19,11.80145461,16.07330888,39.79299814,-5.683961482,1.180937557,0,0.458026784,0,2084214399,0
BBCA,20191,0.149408558,-0.164112605,20193,7/08/2018,11.20319253,Canada,19,6.590683695,14.8625958,25.54076681,-0.651462892,0.312581222,0,0.467504488,0,2298311043,0
BBCA,20192,0.045894369,0.149408558,20196,7/08/2018,11.20319253,Canada,19,6.656105762,15.22622054,25.9564627,-0.927317836,0.277989529,0,0.584612394,0,3717572925,0
BBCA,20193,0.012113557,0.045894369,20199,7/08/2018,11.20319253,Canada,19,6.29571511,15.44790652,19.94351385,-0.800779707,0.338850666,0,0.585386611,0,3802528802,0
BBCA,20194,0.046791439,0.012113557,201912,7/08/2018,11.20319253,Canada,19,5.44125903,15.18177249,26.54493159,-1.406652087,0.251297819,0,0.580204462,0,3927106707,0
BBCA,20201,-0.306897733,0.046791439,20203,7/08/2018,11.20319253,Canada,19,25.77749812,16.15686718,96.46079686,-15.64583272,0.899709566,0,0.621655264,0,3036270793,0
BBCA,20202,0.180458713,-0.306897733,20206,7/08/2018,11.20319253,Canada,19,11.8385546,15.88073849,42.8003528,-1.07643027,0.573611931,0,0.626286907,0,3457973576,0
BBCA,20203,0.059614372,0.180458713,20209,7/08/2018,11.20319253,Canada,19,8.066724264,15.41100928,33.44481558,-0.821722453,0.324917197,0,0.636377377,0,3834246631,0
BBCA,20204,0.125976525,0.059614372,202012,7/08/2018,11.20319253,Canada,19,7.76131413,15.54953686,27.30939371,-0.263054202,0.331557736,0,0.624899086,0,4304932643,0
BBJP,20183,0.036115319,-0.026044741,20189,15/06/2018,0.748873943,Japan,19,12.59639948,15.7377948,24.16435861,-1.298299085,0.909737456,0,0.102964424,0,1907338411,0
BBJP,20184,-0.159922275,0.036115319,201812,15/06/2018,0.748873943,Japan,19,10.55013699,17.92269179,39.79299814,-5.683961482,5.075048362,0,0.163014049,0,3044830082,0
BBJP,20191,0.073025135,-0.159922275,20193,15/06/2018,0.748873943,Japan,19,5.489404058,17.44842899,25.54076681,-0.651462892,2.612689374,0,0.194902703,0,3470375982,0
BBJP,20192,0.003953442,0.073025135,20196,15/06/2018,0.748873943,Japan,19,5.909832368,15.8175172,25.9564627,-0.927317836,0.505526392,0,0.229777113,0,3683732684,0
BBJP,20193,0.039962353,0.003953442,20199,15/06/2018,0.748873943,Japan,19,6.82151993,15.86285225,19.94351385,-0.800779707,0.476854425,0,0.257283662,0,4088520536,0
BBJP,20194,0.055741528,0.039962353,201912,15/06/2018,0.748873943,Japan,19,5.389417479,16.26518853,26.54493159,-1.406652087,0.645248251,0,0.240287189,0,4526459250,0
BBJP,20201,-0.18134404,0.055741528,20203,15/06/2018,0.748873943,Japan,19,14.14850609,17.66801186,96.46079686,-15.64583272,4.637518221,0,0.219790881,0,2555757815,0
BBJP,20202,0.113485697,-0.18134404,20206,15/06/2018,0.748873943,Japan,19,9.384478283,18.37411323,42.8003528,-1.07643027,6.811758265,0,0.291532717,0,4002742410,0
BBJP,20203,0.073141834,0.113485697,20209,15/06/2018,0.748873943,Japan,19,7.741337455,16.80235536,33.44481558,-0.821722453,0.960163407,0,0.344369768,0,5210061450,0
BBJP,20204,0.138086861,0.073141834,202012,15/06/2018,0.748873943,Japan,19,5.603717928,16.37241806,27.30939371,-0.263054202,0.526490148,0,0.319974758,0,6170036461,0
CN,20161,-0.084405646,0.123055301,20163,30/04/2014,10.05012883,MSCI China All Shares Index,63,16.97772912,9.470737309,90.41340006,0.224274409,0.426857375,0,1,0,7845257.273,0
CN,20162,-0.004219416,-0.084405646,20166,30/04/2014,10.05012883,MSCI China All Shares Index,71,15.98102348,11.93848205,92.41574908,3.115151832,2.94908746,0,1,0,6947766.273,0
CN,20163,0.094412859,-0.004219416,20169,30/04/2014,10.05012883,MSCI China All Shares Index,63,17.23952136,11.39002903,79.99299025,11.51668388,4.76964827,0,1,0,4678650.476,0
CN,20164,-0.065829049,0.094412859,201612,30/04/2014,10.05012883,MSCI China All Shares Index,62,13.39886699,10.41752155,220.4056087,-55.63658762,1.974946869,0,1,0,4395360.667,0
CN,20171,0.105360516,-0.065829049,20173,30/04/2014,10.05012883,MSCI China All Shares Index,62,15.73881005,10.44483844,44.96581119,2.16522698,1.999106595,0,1,0,4354582,0
CN,20172,0.08639836,0.105360516,20176,30/04/2014,10.05012883,MSCI China All Shares Index,50,14.15926613,11.14941528,55.21393226,6.034822034,3.731554908,0,1,0,4681806.818,0
CN,20173,0.115349543,0.08639836,20179,30/04/2014,10.05012883,MSCI China All Shares Index,50,8.956160001,13.65321342,40.97802942,-1.443546062,14.20134758,0,1,0,17183434.25,0
CN,20174,0.055360845,0.115349543,201712,30/04/2014,10.05012883,MSCI China All Shares Index,50,8.125018114,13.2708527,50.72860648,-5.377578456,3.768043936,0,1,0,38784931.5,0
CN,20181,0.030601174,0.055360845,20183,30/04/2014,10.05012883,MSCI China All Shares Index,50,16.01661788,12.67950763,112.9622598,12.26874535,2.385631318,0,1,0,34452842.62,0
CN,20182,-0.094336375,0.030601174,20186,30/04/2014,10.05012883,MSCI China All Shares Index,50,9.600111481,12.24314221,71.75270176,-6.575661986,1.51595434,0,1,0,35364057.62,0
CN,20183,-0.073091194,-0.094336375,20189,30/04/2014,10.05012883,MSCI China All Shares Index,50,16.20473625,11.71712745,93.53941967,-3.250505147,1.080859513,0,0.925085082,0,28768050,0
CN,20184,-0.116420519,-0.073091194,201812,30/04/2014,10.05012883,MSCI China All Shares Index,50,22.43174634,12.48083617,120.5032348,-17.32557016,1.926920354,0,0.940045072,0,33985895.53,0
CN,20191,0.206529645,-0.116420519,20193,30/04/2014,10.05012883,MSCI China All Shares Index,50,14.41003131,16.73077458,87.05835412,0.766358983,7.683602361,0,0.974545902,0,240228292.7,0
CN,20192,-0.04411289,0.206529645,20196,30/04/2014,10.05012883,MSCI China All Shares Index,50,30.19378411,16.69857919,62.25544814,7.445768117,9.612556559,0,0.943709015,0,118812961.2,0
CN,20193,-0.051368958,-0.04411289,20199,30/04/2014,10.05012883,MSCI China All Shares Index,50,19.11720155,11.72194865,51.2561978,1.594364214,0.798164647,0,0.842525694,0,38700858.43,0
CN,20194,0.126260733,-0.051368958,201912,30/04/2014,10.05012883,MSCI China All Shares Index,50,19.56860564,11.5783043,117.6008166,-16.54269646,0.702619036,0,0.829499099,0,37524725.89,0
CN,20201,-0.116543123,0.126260733,20203,30/04/2014,10.05012883,MSCI China All Shares Index,50,54.34525833,12.08210989,233.1180431,-23.73383607,1.300429954,0,0.828554774,0,34740169.86,0
CN,20202,0.144159214,-0.116543123,20206,30/04/2014,10.05012883,MSCI China All Shares Index,50,23.13535013,11.02756409,82.59852679,0.945668215,0.740726438,0,0.798304196,0,20909302.01,0
CN,20203,0.132771825,0.144159214,20209,30/04/2014,10.05012883,MSCI China All Shares Index,50,23.54205851,10.876766,85.39783166,-1.646079511,0.54643305,0,0.798415963,0,24314286.47,0
CN,20204,0.113848875,0.132771825,202012,30/04/2014,10.05012883,MSCI China All Shares Index,50,18.80191,11.91215043,53.57600949,-3.141783043,1.409960396,0,0.803333638,0,27879466.53,0
CQQQ,20161,-0.050107193,0.216618786,20163,8/12/2009,0.488385286,China Technology Sector,70,34.70014743,12.33010762,31.96830201,3.782173138,1.214473489,0,0.236432162,0,46591463.64,0
CQQQ,20162,-0.018865843,-0.050107193,20166,8/12/2009,0.488385286,China Technology Sector,70,40.28631304,11.99577378,38.95584997,0.093222354,0.89724667,0,0.253322367,0,45233156.36,0
CQQQ,20163,0.214717794,-0.018865843,20169,8/12/2009,0.488385286,China Technology Sector,70,39.97736528,13.95779869,33.5341344,0.528555059,5.942660086,0,0.169926395,0,48432536.9,0
CQQQ,20164,-0.149600032,0.214717794,201612,8/12/2009,0.488385286,China Technology Sector,70,22.76456727,13.41162478,30.18298425,-4.167746532,2.875145724,0,0.209118706,0,56145871.43,0
CQQQ,20171,0.178213803,-0.149600032,20173,8/12/2009,0.488385286,China Technology Sector,70,23.05463504,13.08471893,24.4199177,0.882970666,2.041237427,0,0.19024605,0,59549987.39,0
CQQQ,20172,0.104514854,0.178213803,20176,8/12/2009,0.488385286,China Technology Sector,70,15.2536063,14.0716652,26.83950037,-0.842907562,3.230086704,0,0.16228873,0,100259027.7,0
CQQQ,20173,0.200267885,0.104514854,20179,8/12/2009,0.488385286,China Technology Sector,70,11.87892687,15.88548502,20.3351701,-2.045737667,7.764589277,0,0.199916673,0,259456586.8,0
CQQQ,20174,0.072730895,0.200267885,201712,8/12/2009,0.488385286,China Technology Sector,70,5.918424171,16.47226476,26.70534726,-2.691988481,8.571770772,0,0.261244109,0,413925062,0
